Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN08270,2,0,2,3,Meal_Plan_1,0,Room_Type_4,294,2018,10,23,Online,0,0,0,76.58,1,Not_Canceled
INN27533,2,0,1,1,Meal_Plan_2,0,Room_Type_4,68,2018,7,4,Offline,0,0,0,107.95,0,Not_Canceled
INN14918,2,0,2,5,Meal_Plan_2,0,Room_Type_1,19,2018,9,6,Online,0,0,0,162.29,2,Not_Canceled
INN05583,2,0,2,0,Not_Selected,0,Room_Type_1,14,2018,6,12,Online,0,0,0,109,1,Not_Canceled
INN20234,2,1,1,2,Meal_Plan_1,0,Room_Type_1,65,2018,3,28,Online,0,0,0,103.5,2,Not_Canceled
INN02894,2,0,1,2,Meal_Plan_2,0,Room_Type_1,39,2018,12,19,Offline,0,0,0,102,0,Not_Canceled
INN24831,3,0,0,3,Meal_Plan_1,0,Room_Type_4,45,2018,8,16,Online,0,0,0,177.3,2,Not_Canceled
INN04448,2,0,2,0,Not_Selected,0,Room_Type_1,2,2018,6,12,Online,0,0,0,108.5,2,Not_Canceled
INN03382,2,0,1,2,Not_Selected,1,Room_Type_1,61,2018,11,11,Online,0,0,0,97,1,Not_Canceled
INN03424,1,0,0,1,Not_Selected,0,Room_Type_1,0,2018,4,5,Online,0,0,0,89,0,Not_Canceled
INN12609,2,0,0,3,Not_Selected,0,Room_Type_1,169,2018,7,13,Online,0,0,0,94.5,1,Not_Canceled
INN34754,2,0,0,1,Meal_Plan_1,0,Room_Type_1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN07720,2,1,1,0,Not_Selected,0,Room_Type_1,52,2018,9,5,Online,0,0,0,79.2,0,Not_Canceled
INN11765,1,0,0,3,Meal_Plan_1,0,Room_Type_1,14,2017,11,5,Online,0,0,0,101,1,Not_Canceled
INN17283,2,0,2,0,Not_Selected,0,Room_Type_1,14,2018,3,13,Online,0,0,0,97,0,Not_Canceled
INN24293,2,0,2,2,Meal_Plan_1,0,Room_Type_1,129,2018,5,13,Offline,0,0,0,80.75,0,Not_Canceled
INN32180,3,0,2,3,Meal_Plan_1,0,Room_Type_4,55,2018,5,12,Online,0,0,0,150.45,2,Not_Canceled
INN34692,3,0,0,2,Meal_Plan_1,0,Room_Type_4,37,2018,10,5,Online,0,0,0,158.4,2,Not_Canceled
INN15034,2,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2018,2,24,Online,0,0,0,97,0,Not_Canceled
INN17068,2,0,0,3,Meal_Plan_1,0,Room_Type_1,1,2017,12,30,Online,0,0,0,127,1,Not_Canceled
INN13288,2,0,1,0,Not_Selected,0,Room_Type_1,12,2018,12,5,Online,0,0,0,88,0,Not_Canceled
INN23618,1,0,0,3,Meal_Plan_1,0,Room_Type_1,335,2018,10,13,Offline,0,0,0,80,0,Not_Canceled
INN09796,2,0,0,2,Meal_Plan_1,0,Room_Type_1,22,2018,2,2,Complementary,0,0,0,0,0,Not_Canceled
INN10801,2,0,1,5,Not_Selected,0,Room_Type_1,85,2018,3,28,Online,0,0,0,72.25,1,Not_Canceled
INN24930,0,2,1,2,Meal_Plan_1,0,Room_Type_2,200,2018,10,31,Online,0,0,0,82.92,3,Not_Canceled
INN13614,1,0,1,3,Meal_Plan_1,0,Room_Type_1,13,2017,10,19,Corporate,0,0,0,109,0,Not_Canceled
INN02492,2,0,2,1,Meal_Plan_1,0,Room_Type_4,71,2018,4,24,Online,0,0,0,112.8,0,Not_Canceled
INN28843,2,0,1,2,Meal_Plan_1,0,Room_Type_1,290,2018,6,17,Offline,0,0,0,72,0,Not_Canceled
INN34785,3,0,2,1,Meal_Plan_1,0,Room_Type_1,221,2017,10,17,Offline,0,0,0,90,0,Not_Canceled
INN23495,2,0,1,2,Meal_Plan_1,0,Room_Type_1,33,2018,1,25,Corporate,0,0,0,64,0,Not_Canceled
INN06315,2,0,2,3,Meal_Plan_2,0,Room_Type_4,32,2018,10,2,Online,0,0,0,152.98,0,Not_Canceled
INN17429,2,0,0,2,Meal_Plan_1,0,Room_Type_4,15,2018,9,15,Online,0,0,0,141.68,1,Not_Canceled
INN04176,2,0,1,2,Meal_Plan_2,0,Room_Type_1,162,2017,9,4,Offline,0,0,0,85.17,2,Not_Canceled
INN32021,1,0,2,2,Meal_Plan_1,0,Room_Type_1,2,2018,5,15,Offline,0,0,0,66.88,0,Not_Canceled
INN32508,2,0,2,0,Meal_Plan_1,0,Room_Type_1,90,2018,5,1,Offline,0,0,0,80.75,0,Not_Canceled
INN17792,2,0,0,2,Meal_Plan_1,0,Room_Type_1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled
INN26614,1,0,0,2,Meal_Plan_1,0,Room_Type_1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN27518,2,0,0,3,Meal_Plan_1,0,Room_Type_4,18,2018,5,10,Online,0,0,0,146,1,Not_Canceled
INN21843,2,0,1,2,Not_Selected,0,Room_Type_1,43,2018,10,10,Online,0,0,0,108,2,Not_Canceled
INN05041,1,0,0,2,Meal_Plan_1,0,Room_Type_1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN28480,2,0,2,2,Not_Selected,0,Room_Type_1,45,2018,5,21,Online,0,0,0,116.1,1,Not_Canceled
INN28168,2,0,1,2,Meal_Plan_1,0,Room_Type_1,113,2018,5,2,Online,0,0,0,105.3,1,Not_Canceled
INN23168,2,0,1,1,Meal_Plan_1,0,Room_Type_1,50,2018,5,21,Offline,0,0,0,85.5,0,Not_Canceled
INN17004,2,0,0,1,Meal_Plan_1,1,Room_Type_1,16,2018,1,27,Online,0,0,0,102,1,Not_Canceled
INN25737,2,0,0,1,Not_Selected,0,Room_Type_1,0,2018,2,26,Online,0,0,0,79,1,Not_Canceled
INN20045,1,0,1,1,Meal_Plan_1,0,Room_Type_1,0,2018,10,17,Corporate,1,0,4,95,0,Not_Canceled
INN26370,2,0,0,2,Not_Selected,0,Room_Type_1,19,2018,2,23,Online,0,0,0,81,2,Not_Canceled
INN00632,2,0,0,2,Meal_Plan_1,0,Room_Type_1,122,2018,5,12,Online,0,0,0,105.3,1,Not_Canceled
INN08691,2,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2018,3,1,Online,0,0,0,101,0,Not_Canceled
INN06992,2,0,1,2,Meal_Plan_1,0,Room_Type_1,158,2018,3,25,Offline,0,0,0,70,0,Not_Canceled
INN31668,1,0,0,1,Meal_Plan_1,0,Room_Type_1,9,2018,12,16,Online,0,0,0,86,0,Not_Canceled
INN07114,1,0,0,1,Not_Selected,0,Room_Type_1,5,2018,4,5,Online,0,0,0,89,0,Not_Canceled
INN09024,1,0,0,1,Meal_Plan_1,0,Room_Type_1,28,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN03451,2,2,1,1,Meal_Plan_1,0,Room_Type_1,64,2018,8,6,Online,0,0,0,200.1,1,Not_Canceled
INN14189,2,0,2,3,Not_Selected,0,Room_Type_1,4,2017,9,20,Online,1,1,0,133,1,Not_Canceled
INN31672,2,0,0,3,Not_Selected,0,Room_Type_1,15,2018,5,31,Online,0,0,0,109,1,Not_Canceled
INN34146,1,0,0,1,Meal_Plan_1,0,Room_Type_1,55,2018,7,7,Corporate,0,0,0,79,0,Not_Canceled
INN12320,2,0,0,3,Not_Selected,0,Room_Type_1,15,2018,4,13,Offline,0,0,0,85,0,Not_Canceled
INN08165,2,0,1,3,Meal_Plan_1,0,Room_Type_1,198,2018,7,18,Online,0,0,0,90.95,1,Not_Canceled
INN20575,1,0,0,4,Meal_Plan_1,0,Room_Type_1,5,2018,2,24,Corporate,0,0,0,80,0,Not_Canceled
INN23682,1,0,1,1,Meal_Plan_1,0,Room_Type_1,159,2018,4,9,Offline,0,0,0,65,0,Not_Canceled
INN28781,1,0,0,1,Meal_Plan_1,0,Room_Type_1,8,2018,11,23,Online,0,0,0,94,0,Not_Canceled
INN18829,1,0,0,1,Meal_Plan_1,1,Room_Type_1,1,2018,1,26,Online,0,0,0,86,1,Not_Canceled
INN06420,1,0,0,2,Not_Selected,0,Room_Type_1,37,2018,10,27,Online,0,0,0,109,1,Not_Canceled
INN22392,2,0,1,1,Not_Selected,0,Room_Type_1,3,2018,3,21,Online,0,0,0,89,0,Not_Canceled
INN00178,2,0,0,2,Meal_Plan_1,0,Room_Type_1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled
INN11661,1,0,0,1,Meal_Plan_1,0,Room_Type_1,22,2017,12,18,Corporate,0,0,0,65,0,Not_Canceled
INN24036,2,0,2,1,Meal_Plan_1,0,Room_Type_1,18,2018,10,2,Offline,0,0,0,85,0,Not_Canceled
INN24638,2,0,0,4,Not_Selected,0,Room_Type_1,108,2018,7,13,Online,0,0,0,94.5,0,Not_Canceled
INN04022,2,0,2,2,Meal_Plan_1,0,Room_Type_4,69,2018,4,17,Online,0,0,0,110.08,2,Not_Canceled
INN26350,2,0,1,3,Meal_Plan_1,0,Room_Type_1,1,2018,9,22,Offline,0,0,0,176,0,Not_Canceled
INN35224,2,0,0,3,Meal_Plan_1,0,Room_Type_4,66,2018,9,15,Online,0,0,0,149.4,2,Not_Canceled
INN33984,2,0,2,1,Meal_Plan_1,0,Room_Type_4,69,2018,5,7,Online,0,0,0,140.4,3,Not_Canceled
INN26119,1,0,0,1,Meal_Plan_1,0,Room_Type_1,19,2018,11,29,Online,0,0,0,96,1,Not_Canceled
INN28988,1,0,1,0,Meal_Plan_1,0,Room_Type_1,0,2018,5,9,Online,0,0,0,106,0,Not_Canceled
INN07382,3,0,0,1,Meal_Plan_1,0,Room_Type_4,7,2018,2,13,Online,0,0,0,127,1,Not_Canceled
INN06213,2,0,0,2,Not_Selected,0,Room_Type_1,37,2018,10,28,Online,0,0,0,83.93,1,Not_Canceled
INN12869,2,1,0,3,Meal_Plan_1,0,Room_Type_1,92,2017,8,6,Offline,0,0,0,76.08,2,Not_Canceled
INN23458,1,0,2,4,Meal_Plan_1,0,Room_Type_1,3,2018,1,17,Online,0,0,0,76.3,1,Not_Canceled
INN33620,2,0,1,0,Not_Selected,0,Room_Type_1,4,2018,8,29,Online,0,0,0,119,1,Not_Canceled
INN07366,2,0,0,1,Meal_Plan_1,0,Room_Type_1,143,2018,7,13,Online,0,0,0,81.08,1,Not_Canceled
INN23081,1,0,1,2,Meal_Plan_1,0,Room_Type_4,3,2018,9,19,Aviation,0,0,0,110,0,Not_Canceled
INN12838,3,0,0,3,Meal_Plan_1,0,Room_Type_4,5,2018,3,24,Online,0,0,0,183.67,2,Not_Canceled
INN22163,1,0,0,1,Not_Selected,0,Room_Type_1,29,2018,3,4,Online,0,0,0,72.1,0,Not_Canceled
INN30624,2,0,1,1,Meal_Plan_1,0,Room_Type_1,42,2018,8,15,Offline,0,0,0,76.5,0,Not_Canceled
INN30332,2,0,0,3,Meal_Plan_1,0,Room_Type_1,15,2018,12,27,Offline,0,0,0,47.33,1,Not_Canceled
INN35649,2,0,0,2,Meal_Plan_1,0,Room_Type_1,14,2018,10,26,Online,0,0,0,149,2,Not_Canceled
INN08950,2,0,0,1,Not_Selected,0,Room_Type_1,8,2018,11,2,Online,0,0,0,120,2,Not_Canceled
INN34390,1,0,0,1,Meal_Plan_1,0,Room_Type_1,87,2018,5,27,Online,0,0,0,94.25,1,Not_Canceled
INN13767,2,2,0,1,Meal_Plan_1,0,Room_Type_6,40,2017,10,24,Online,0,0,0,159.3,0,Not_Canceled
INN32792,2,0,0,3,Not_Selected,0,Room_Type_1,54,2018,4,27,Online,0,0,0,78.77,1,Not_Canceled
INN11886,3,0,2,3,Meal_Plan_1,0,Room_Type_4,75,2018,8,12,Online,0,0,0,168.3,2,Not_Canceled
INN06748,1,0,0,2,Meal_Plan_1,0,Room_Type_1,6,2017,10,20,Online,0,0,0,120,2,Not_Canceled
INN03123,2,0,1,0,Meal_Plan_1,0,Room_Type_1,141,2017,9,20,Offline,0,0,0,90,0,Not_Canceled
INN18614,2,0,1,1,Meal_Plan_1,0,Room_Type_1,45,2018,6,18,Offline,0,0,0,85.5,0,Not_Canceled
INN11291,2,0,1,2,Meal_Plan_1,0,Room_Type_4,21,2018,4,11,Online,0,0,0,136,1,Not_Canceled
INN15643,2,0,0,1,Not_Selected,0,Room_Type_1,8,2018,5,25,Online,0,0,0,119,0,Not_Canceled
INN06294,1,0,1,0,Meal_Plan_1,0,Room_Type_1,7,2018,12,19,Offline,1,0,1,68.8,1,Not_Canceled
INN04347,2,0,0,4,Not_Selected,0,Room_Type_1,11,2018,11,16,Online,0,0,0,80.75,2,Not_Canceled
INN19605,1,0,2,1,Meal_Plan_1,0,Room_Type_1,24,2018,12,18,Online,0,0,0,104,1,Not_Canceled
INN24306,1,0,0,1,Not_Selected,0,Room_Type_1,20,2018,6,8,Online,0,0,0,109,1,Not_Canceled
INN06193,2,0,0,4,Meal_Plan_1,0,Room_Type_4,5,2017,11,10,Online,0,0,0,76.58,0,Not_Canceled
INN32737,1,0,0,3,Meal_Plan_1,0,Room_Type_1,95,2018,3,22,Offline,0,0,0,37.33,1,Not_Canceled
INN31122,1,0,1,0,Meal_Plan_1,0,Room_Type_1,37,2018,5,8,Corporate,1,1,4,65,0,Not_Canceled
INN19739,3,0,0,1,Meal_Plan_1,0,Room_Type_4,6,2018,4,15,Online,0,0,0,167,1,Not_Canceled
INN18676,2,0,2,2,Meal_Plan_1,0,Room_Type_4,33,2018,3,13,Online,0,0,0,95.4,0,Not_Canceled
INN22294,1,0,0,1,Meal_Plan_1,0,Room_Type_1,65,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN26726,2,0,0,2,Meal_Plan_1,0,Room_Type_1,22,2017,9,16,Corporate,0,0,0,75,0,Not_Canceled
INN31220,1,0,2,1,Meal_Plan_1,0,Room_Type_1,116,2018,2,28,Offline,0,0,0,76,0,Not_Canceled
INN25640,2,0,1,1,Not_Selected,0,Room_Type_1,25,2018,10,17,Online,0,0,0,154,1,Not_Canceled
INN27001,2,1,1,0,Meal_Plan_1,0,Room_Type_4,32,2018,8,14,Online,0,0,0,136.52,1,Not_Canceled
INN14552,2,0,2,2,Meal_Plan_1,0,Room_Type_1,7,2018,8,26,Online,0,0,0,143,1,Not_Canceled
INN03420,2,1,0,1,Meal_Plan_1,0,Room_Type_1,21,2018,8,30,Online,0,0,0,140,1,Not_Canceled
INN04153,2,2,0,1,Meal_Plan_1,0,Room_Type_6,33,2018,7,29,Online,0,0,0,207.9,1,Not_Canceled
INN18326,2,0,0,1,Meal_Plan_2,0,Room_Type_4,19,2018,8,10,Online,0,0,0,204,1,Not_Canceled
INN23780,2,0,1,4,Meal_Plan_1,0,Room_Type_1,19,2018,2,15,Offline,0,0,0,46.4,0,Not_Canceled
INN34318,1,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2018,2,27,Offline,0,0,0,60,0,Not_Canceled
INN09440,2,0,0,2,Meal_Plan_2,0,Room_Type_1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN08387,2,0,2,1,Meal_Plan_1,0,Room_Type_4,172,2018,9,18,Offline,0,0,0,90.95,1,Not_Canceled
INN02447,2,0,2,2,Meal_Plan_1,0,Room_Type_1,4,2018,4,8,Online,0,0,0,112.5,1,Not_Canceled
INN14599,2,0,2,0,Meal_Plan_1,0,Room_Type_1,0,2017,9,20,Corporate,0,0,0,65,0,Not_Canceled
INN24126,2,0,1,2,Meal_Plan_1,0,Room_Type_1,31,2018,9,16,Offline,0,0,0,75,0,Not_Canceled
INN19936,2,0,2,1,Meal_Plan_1,0,Room_Type_1,168,2018,7,31,Online,0,0,0,81.08,1,Not_Canceled
INN01792,2,0,1,1,Meal_Plan_1,0,Room_Type_4,40,2018,8,13,Online,0,0,0,149.4,1,Not_Canceled
INN11426,2,1,2,1,Meal_Plan_1,0,Room_Type_1,103,2018,7,9,Online,0,0,0,130.5,3,Not_Canceled
INN32684,1,0,0,4,Meal_Plan_1,0,Room_Type_1,7,2018,3,9,Online,0,0,0,99,1,Not_Canceled
INN18170,2,0,0,2,Meal_Plan_1,0,Room_Type_1,35,2018,3,2,Online,0,0,0,92.9,1,Not_Canceled
INN00392,2,1,1,4,Meal_Plan_1,0,Room_Type_1,86,2018,3,23,Offline,0,0,0,73.83,0,Not_Canceled
INN23534,2,0,2,4,Meal_Plan_1,0,Room_Type_1,29,2017,12,30,Offline,0,0,0,84.67,0,Not_Canceled
INN00771,1,0,0,2,Meal_Plan_1,0,Room_Type_1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN32899,2,0,0,1,Not_Selected,0,Room_Type_1,3,2018,1,6,Online,0,0,0,77,0,Not_Canceled
INN24334,2,0,0,2,Meal_Plan_1,0,Room_Type_1,101,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
INN30489,1,0,0,2,Meal_Plan_1,0,Room_Type_4,2,2018,10,12,Aviation,0,0,0,110,0,Not_Canceled
INN33825,2,0,2,0,Not_Selected,0,Room_Type_1,3,2018,2,14,Online,0,0,0,81,0,Not_Canceled
INN10996,2,0,0,2,Meal_Plan_1,0,Room_Type_1,68,2018,11,25,Online,0,0,0,93.6,0,Not_Canceled
INN21571,2,0,2,2,Meal_Plan_1,0,Room_Type_1,8,2017,12,26,Offline,0,0,0,52,1,Not_Canceled
INN24476,1,0,0,1,Meal_Plan_1,0,Room_Type_1,7,2018,3,8,Offline,0,0,0,97,0,Not_Canceled
INN11945,1,0,1,1,Meal_Plan_1,0,Room_Type_1,7,2018,3,7,Online,0,0,0,96,1,Not_Canceled
INN07857,2,1,0,1,Not_Selected,0,Room_Type_1,7,2018,2,5,Online,0,0,0,81,2,Not_Canceled
INN00657,2,0,2,1,Meal_Plan_1,0,Room_Type_4,8,2018,5,29,Online,0,0,0,124.1,1,Not_Canceled
INN01886,1,0,2,8,Meal_Plan_1,0,Room_Type_1,13,2018,1,20,Online,0,0,0,81.7,0,Not_Canceled
INN08367,2,0,2,2,Meal_Plan_1,0,Room_Type_1,231,2018,8,21,Online,0,0,0,90.95,1,Not_Canceled
INN07099,2,0,0,3,Meal_Plan_1,0,Room_Type_1,17,2018,11,23,Online,0,0,0,104,2,Not_Canceled
INN19298,2,0,1,3,Meal_Plan_1,0,Room_Type_1,5,2018,3,14,Online,0,0,0,109,1,Not_Canceled
INN01338,2,0,2,1,Meal_Plan_1,0,Room_Type_1,106,2018,5,29,Offline,0,0,0,80.75,1,Not_Canceled
INN16288,1,0,2,5,Not_Selected,0,Room_Type_1,97,2018,3,12,Online,0,0,0,58.6,0,Not_Canceled
INN06148,2,2,2,3,Not_Selected,0,Room_Type_6,1,2017,8,9,Online,0,0,0,153,1,Not_Canceled
INN01592,2,0,1,2,Meal_Plan_1,0,Room_Type_1,186,2018,4,22,Offline,0,0,0,80,0,Not_Canceled
INN05906,1,0,0,2,Meal_Plan_1,0,Room_Type_4,68,2018,4,26,Online,0,0,0,118.8,1,Not_Canceled
INN04001,2,0,0,4,Meal_Plan_1,0,Room_Type_1,44,2018,9,20,Online,0,0,0,101.52,0,Not_Canceled
INN32466,2,0,2,3,Not_Selected,0,Room_Type_1,38,2018,3,5,Online,0,0,0,52.39,0,Not_Canceled
INN24463,2,0,0,3,Meal_Plan_1,0,Room_Type_1,3,2018,12,6,Online,0,0,0,81.88,0,Not_Canceled
INN09806,1,0,0,2,Meal_Plan_1,0,Room_Type_1,64,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled
INN20843,2,0,0,1,Not_Selected,0,Room_Type_1,0,2018,9,29,Online,0,0,0,170,0,Not_Canceled
INN35513,2,0,1,3,Meal_Plan_1,0,Room_Type_4,50,2018,10,31,Online,0,0,0,122,1,Not_Canceled
INN11835,2,0,0,2,Not_Selected,1,Room_Type_1,1,2018,1,8,Online,1,11,0,76.5,0,Not_Canceled
INN03373,2,0,2,5,Meal_Plan_1,0,Room_Type_1,4,2017,8,14,Online,0,0,0,106.14,1,Not_Canceled
INN09635,2,0,0,5,Meal_Plan_1,0,Room_Type_4,109,2018,8,9,Online,0,0,0,127.8,1,Not_Canceled
INN23843,2,0,2,1,Not_Selected,0,Room_Type_1,67,2017,12,5,Online,0,0,0,95.4,2,Not_Canceled
INN34301,2,0,0,3,Meal_Plan_1,0,Room_Type_1,51,2018,11,9,Offline,0,0,0,75,0,Not_Canceled
INN23494,2,0,0,1,Meal_Plan_1,0,Room_Type_1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
INN03105,1,0,0,2,Meal_Plan_1,0,Room_Type_1,32,2017,11,20,Online,0,0,0,0,0,Not_Canceled
INN03355,2,0,2,5,Not_Selected,0,Room_Type_1,87,2018,5,22,Offline,0,0,0,85,0,Not_Canceled
INN07011,2,1,1,3,Meal_Plan_1,0,Room_Type_1,39,2018,4,11,Online,0,0,0,121.5,2,Not_Canceled
INN01182,2,1,1,2,Meal_Plan_1,0,Room_Type_1,6,2018,7,11,Online,0,0,0,169,2,Not_Canceled
INN22094,2,2,1,2,Meal_Plan_1,0,Room_Type_6,40,2018,6,27,Online,0,0,0,183.9,2,Not_Canceled
INN01491,1,0,2,7,Meal_Plan_1,0,Room_Type_1,0,2017,8,25,Complementary,0,0,0,0,0,Not_Canceled
INN28925,2,0,1,3,Meal_Plan_1,0,Room_Type_1,31,2018,10,27,Offline,0,0,0,85,0,Not_Canceled
INN18337,1,0,0,3,Meal_Plan_1,0,Room_Type_1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN11946,2,0,1,3,Not_Selected,0,Room_Type_1,10,2017,8,20,Online,0,0,0,106.5,2,Not_Canceled
INN11630,1,0,1,1,Meal_Plan_1,0,Room_Type_1,1,2018,8,1,Online,0,0,0,124,1,Not_Canceled
INN00748,1,0,0,1,Meal_Plan_1,0,Room_Type_1,21,2018,2,25,Corporate,0,0,0,68,1,Not_Canceled
INN10066,1,0,1,0,Meal_Plan_1,0,Room_Type_1,77,2018,10,30,Online,0,0,0,85.5,2,Not_Canceled
INN23337,2,0,0,3,Meal_Plan_1,0,Room_Type_1,8,2018,11,24,Online,0,0,0,108.67,2,Not_Canceled
INN24156,2,0,0,3,Meal_Plan_1,0,Room_Type_4,97,2018,5,19,Online,0,0,0,140.4,0,Not_Canceled
INN21376,2,0,2,3,Meal_Plan_1,0,Room_Type_1,109,2017,8,9,Online,0,0,0,76.5,1,Not_Canceled
INN29750,2,0,0,1,Meal_Plan_1,0,Room_Type_1,1,2018,9,29,Online,0,0,0,106.2,1,Not_Canceled
INN33166,1,0,1,2,Meal_Plan_1,0,Room_Type_1,111,2018,10,10,Offline,0,0,0,120,0,Not_Canceled
INN07851,1,0,1,0,Not_Selected,0,Room_Type_1,6,2018,12,12,Online,0,0,0,97,1,Not_Canceled
INN35154,1,0,2,0,Meal_Plan_1,0,Room_Type_1,12,2018,5,8,Online,0,0,0,105,1,Not_Canceled
INN19689,1,0,0,2,Meal_Plan_2,0,Room_Type_1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled
INN14339,1,0,0,2,Meal_Plan_1,0,Room_Type_4,8,2018,10,28,Aviation,0,0,0,110,0,Not_Canceled
INN11216,2,0,2,5,Meal_Plan_1,0,Room_Type_1,31,2018,8,23,Online,0,0,0,129.6,1,Not_Canceled
INN17084,2,0,0,2,Not_Selected,0,Room_Type_1,7,2018,10,21,Online,0,0,0,116.8,1,Not_Canceled
INN31072,2,0,0,2,Meal_Plan_2,0,Room_Type_1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN13711,3,0,0,3,Meal_Plan_1,0,Room_Type_4,117,2018,5,5,Online,0,0,0,149.3,2,Not_Canceled
INN13736,1,0,0,1,Meal_Plan_1,0,Room_Type_1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN28498,2,0,0,3,Not_Selected,0,Room_Type_1,40,2018,3,23,Online,0,0,0,108.5,1,Not_Canceled
INN33184,2,0,1,2,Meal_Plan_1,0,Room_Type_2,78,2018,8,19,Online,0,0,0,115.68,1,Not_Canceled
INN03863,2,0,2,2,Meal_Plan_1,0,Room_Type_4,43,2018,5,21,Online,0,0,0,140.4,1,Not_Canceled
INN05344,2,0,0,1,Meal_Plan_1,0,Room_Type_1,15,2018,5,25,Online,0,0,0,111,0,Not_Canceled
INN06852,2,0,0,4,Meal_Plan_1,0,Room_Type_1,36,2017,10,21,Online,0,0,0,96.3,2,Not_Canceled
INN04331,2,0,0,2,Meal_Plan_1,0,Room_Type_1,136,2018,5,6,Online,0,0,0,105.3,1,Not_Canceled
INN24264,2,1,0,1,Meal_Plan_2,0,Room_Type_1,24,2018,12,20,Offline,0,0,0,132,0,Not_Canceled
INN22994,2,0,2,3,Meal_Plan_1,0,Room_Type_1,132,2017,10,25,Online,0,0,0,89.25,1,Not_Canceled
INN14231,2,0,0,4,Meal_Plan_1,0,Room_Type_1,69,2018,4,13,Online,0,0,0,99.45,2,Not_Canceled
INN25484,1,0,0,1,Meal_Plan_1,0,Room_Type_1,45,2017,10,20,Online,0,0,0,94.5,2,Not_Canceled
INN02103,1,0,1,0,Meal_Plan_1,0,Room_Type_1,6,2017,10,12,Corporate,0,0,0,65,0,Not_Canceled
INN29513,1,0,2,4,Not_Selected,0,Room_Type_1,3,2018,1,3,Online,0,0,0,54,0,Not_Canceled
INN22953,1,0,0,2,Meal_Plan_1,0,Room_Type_1,4,2018,2,23,Online,0,0,0,0,0,Not_Canceled
INN05845,2,0,2,1,Meal_Plan_1,0,Room_Type_1,25,2018,10,8,Offline,0,0,0,85,0,Not_Canceled
INN01493,2,0,2,2,Meal_Plan_2,0,Room_Type_4,37,2018,6,26,Online,0,0,0,156.6,2,Not_Canceled
INN29734,2,0,0,1,Meal_Plan_1,0,Room_Type_1,8,2018,11,5,Offline,0,0,0,130,0,Not_Canceled
INN30754,1,0,1,1,Meal_Plan_2,0,Room_Type_1,301,2018,7,30,Offline,0,0,0,90,0,Not_Canceled
INN06517,2,0,0,4,Meal_Plan_1,0,Room_Type_1,15,2018,8,31,Online,0,0,0,139,1,Not_Canceled
INN10331,2,0,2,2,Meal_Plan_1,0,Room_Type_1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled
INN03208,1,0,0,3,Meal_Plan_1,0,Room_Type_1,29,2018,4,14,Online,0,0,0,83.57,1,Not_Canceled
INN18179,2,0,2,0,Meal_Plan_1,0,Room_Type_1,25,2018,9,11,Online,0,0,0,110,1,Not_Canceled
INN02409,2,0,1,3,Meal_Plan_1,0,Room_Type_1,59,2018,11,28,Online,0,0,0,88.4,1,Not_Canceled
INN08959,3,0,0,2,Meal_Plan_1,0,Room_Type_4,86,2018,7,26,Online,0,0,0,137.7,0,Not_Canceled
INN32557,3,0,0,1,Meal_Plan_1,0,Room_Type_1,160,2018,7,5,Offline,0,0,0,96.9,1,Not_Canceled
INN14268,1,0,1,0,Not_Selected,0,Room_Type_5,3,2018,9,26,Online,0,0,0,195,0,Not_Canceled
INN24760,2,0,2,2,Meal_Plan_1,0,Room_Type_1,111,2018,3,27,Offline,0,0,0,58,0,Not_Canceled
INN21991,3,0,2,1,Meal_Plan_1,0,Room_Type_6,39,2018,1,10,Offline,0,0,0,88,1,Not_Canceled
INN15747,2,0,2,3,Meal_Plan_1,0,Room_Type_1,294,2018,12,29,Online,0,0,0,82.11,1,Not_Canceled
INN12195,2,0,1,2,Meal_Plan_1,0,Room_Type_2,224,2017,10,2,Offline,0,0,0,65,1,Not_Canceled
INN23101,2,0,2,2,Meal_Plan_1,0,Room_Type_1,186,2018,9,2,Offline,0,0,0,80.75,0,Not_Canceled
